source,target,value
Dem. Rep. of the Congo,Namibia,3187
Rwanda,Namibia,125
Myanmar,Nepal,377
Central African Rep.,Niger,142
Mali,Niger,61490
Nigeria,Niger,187065
Sudan,Niger,850
Central African Rep.,Nigeria,828
Dem. Rep. of the Congo,Nigeria,653
Mali,Nigeria,143
Syrian Arab Rep.,Nigeria,422
Iraq,Oman,282
Afghanistan,Pakistan,1490562
Somalia,Pakistan,176
Syrian Arab Rep.,Philippines,130
Iraq,Qatar,136
Afghanistan,Romania,332
Iraq,Romania,529
Somalia,Romania,270
Syrian Arab Rep.,Romania,2258
Burundi,South Africa,2611
Dem. Rep. of the Congo,South Africa,22658
Eritrea,South Africa,1395
Rwanda,South Africa,1014
Somalia,South Africa,22529
Burundi,Rwanda,47043
Dem. Rep. of the Congo,Rwanda,73763
Eritrea,Rwanda,131
Syrian Arab Rep.,Saudi Arabia,186
Central African Rep.,Senegal,220
Liberia,Sierra Leone,335
Syrian Arab Rep.,Somalia,991
Central African Rep.,Sudan,27613
Dem. Rep. of the Congo,Sudan,492
Eritrea,Sudan,115678
Somalia,Sudan,354
South Sudan,Sudan,803634
Syrian Arab Rep.,Sudan,93482
Burundi,South Sudan,182
Central African Rep.,South Sudan,2457
Dem. Rep. of the Congo,South Sudan,17958
Eritrea,South Sudan,365
Sudan,South Sudan,308174
Burundi,Eswatini,175
Dem. Rep. of the Congo,Eswatini,426
Rwanda,Eswatini,145
Somalia,Eswatini,107
Afghanistan,Switzerland,11464
Angola,Switzerland,667
Dem. Rep. of the Congo,Switzerland,856
Eritrea,Switzerland,9255
Iraq,Switzerland,2347
Sri Lanka,Switzerland,1198
Nigeria,Switzerland,259
Somalia,Switzerland,2741
Sudan,Switzerland,131
Syrian Arab Rep.,Switzerland,7878
Afghanistan,Syrian Arab Rep.,1119
Iraq,Syrian Arab Rep.,11394
Somalia,Syrian Arab Rep.,345
Sudan,Syrian Arab Rep.,726
Burundi,United Rep. of Tanzania,155172
Dem. Rep. of the Congo,United Rep. of Tanzania,51647
Somalia,United Rep. of Tanzania,162
Afghanistan,Thailand,168
Palestinian,Thailand,265
Iraq,Thailand,157
Sri Lanka,Thailand,106
Myanmar,Thailand,91410
Somalia,Thailand,196
Viet Nam,Thailand,961
Syrian Arab Rep.,Thailand,215
Central African Rep.,Togo,251
Dem. Rep. of the Congo,Togo,108
Rwanda,Togo,113
Eritrea,Tunisia,142
Sudan,Tunisia,172
Syrian Arab Rep.,Tunisia,2523
Syrian Arab Rep.,Turkey,3737369
Iraq,United Arab Emirates,800
Syrian Arab Rep.,United Arab Emirates,439
Burundi,Uganda,46109
Dem. Rep. of the Congo,Uganda,447540
Eritrea,Uganda,11201
Rwanda,Uganda,17537
Somalia,Uganda,42202
Sudan,Uganda,3003
South Sudan,Uganda,958927
Afghanistan,Ukraine,890
Syrian Arab Rep.,Ukraine,512
Eritrea,Yemen,1330
Palestinian,Yemen,576
Iraq,Yemen,3163
Somalia,Yemen,75250
Sudan,Yemen,109
Syrian Arab Rep.,Yemen,2513
Burundi,Zambia,8127
Dem. Rep. of the Congo,Zambia,62039
Rwanda,Zambia,812
Somalia,Zambia,3540
Burundi,Zimbabwe,665
Dem. Rep. of the Congo,Zimbabwe,7994
Rwanda,Zimbabwe,660
