source,target,value
Afghanistan,Belgium,501
Albania,Belgium,216
Angola,Belgium,117
Burundi,Belgium,255
China,Belgium,441
Cameroon,Belgium,266
Dem. Rep. of the Congo,Belgium,689
Palestinian,Belgium,122
Guinea,Belgium,979
Cote d'Ivoire,Belgium,185
Iran (Islamic Rep. of),Belgium,341
Iraq,Belgium,962
Sri Lanka,Belgium,212
Mauritania,Belgium,128
Poland,Belgium,274
Russian Federation,Belgium,2964
Rwanda,Belgium,981
Serbia and Kosovo: S/RES/1244 (1999),Belgium,1040
Somalia,Belgium,117
Syrian Arab Rep.,Belgium,229
Togo,Belgium,123
Turkey,Belgium,510
Chad,Benin,214
Congo,Benin,271
Dem. Rep. of the Congo,Benin,380
Rwanda,Benin,141
Togo,Benin,5912
Myanmar,Bangladesh,3726
Chad,Burkina Faso,170
Afghanistan,Belarus,417
Colombia,Bolivia (Plurinational State of),127
Peru,Bolivia (Plurinational State of),396
Angola,Brazil,1686
Bolivia (Plurinational State of),Brazil,119
Dem. Rep. of the Congo,Brazil,443
Colombia,Brazil,602
Cuba,Brazil,133
Palestinian,Brazil,112
Iraq,Brazil,202
Liberia,Brazil,258
Sierra Leone,Brazil,136
Croatia,Bosnia and Herzegovina,6836
Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,163
Viet Nam,Cambodia,101
Chad,Central African Rep.,1198
Dem. Rep. of the Congo,Central African Rep.,13648
Rwanda,Central African Rep.,331
Sudan,Central African Rep.,4615
Central African Rep.,Chad,64428
Dem. Rep. of the Congo,Chad,207
Sudan,Chad,264064
Viet Nam,China,300897
Burundi,Cameroon,259
Central African Rep.,Cameroon,89927
Chad,Cameroon,8492
Congo,Cameroon,157
Dem. Rep. of the Congo,Cameroon,685
Nigeria,Cameroon,2873
Rwanda,Cameroon,1535
Angola,Congo,828
Dem. Rep. of the Congo,Congo,124244
Rwanda,Congo,7775
Angola,Dem. Rep. of the Congo,79617
Burundi,Dem. Rep. of the Congo,12845
Central African Rep.,Dem. Rep. of the Congo,706
Congo,Dem. Rep. of the Congo,762
Rwanda,Dem. Rep. of the Congo,69836
Sudan,Dem. Rep. of the Congo,2505
Colombia,Costa Rica,10214
Cuba,Costa Rica,722
Nicaragua,Costa Rica,597
Peru,Costa Rica,228
El Salvador,Costa Rica,100
Venezuela (Bolivarian Republic of),Costa Rica,217
Western Sahara,Cuba,396
Eritrea,Djibouti,236
Ethiopia,Djibouti,631
Somalia,Djibouti,14216
Haiti,Dominican Rep.,595
Afghanistan,Ecuador,114
Colombia,Ecuador,52059
Cuba,Ecuador,244
Somalia,Eritrea,4556
Sudan,Eritrea,173
Dem. Rep. of the Congo,Ethiopia,383
Eritrea,Ethiopia,44791
Kenya,Ethiopia,2425
Somalia,Ethiopia,81247
Sudan,Ethiopia,25238
Afghanistan,France,1790
Albania,France,1556
Algeria,France,1189
Angola,France,3097
Egypt,France,136
Armenia,France,3073
Azerbaijan,France,2239
Burundi,France,320
Bangladesh,France,2268
Belarus,France,441
Bosnia and Herzegovina,France,4083
Cambodia,France,12956
Central African Rep.,France,577
Chad,France,1026
China,France,1002
Cameroon,France,655
Congo,France,3124
Dem. Rep. of the Congo,France,11369
Comoros,France,324
Colombia,France,436
Cuba,France,120
Eritrea,France,663
Ethiopia,France,481
Palestinian,France,194
Georgia,France,2153
Ghana,France,565
Guinea-Bissau,France,896
Guinea,France,3125
Haiti,France,3466
Cote d'Ivoire,France,1920
India,France,206
Iran (Islamic Rep. of),France,1917
Iraq,France,2366
Kazakhstan,France,362
Kyrgyzstan,France,167
Lao People's Dem. Rep.,France,7445
Liberia,France,225
Lebanon,France,101
Sri Lanka,France,21833
Madagascar,France,212
Mauritania,France,4542
North Macedonia,France,260
Rep. of Moldova,France,377
Mali,France,2614
Mongolia,France,272
Morocco,France,120
Myanmar,France,171
Nigeria,France,726
Pakistan,France,414
Peru,France,268
Romania,France,182
Russian Federation,France,9858
Rwanda,France,2496
Serbia and Kosovo: S/RES/1244 (1999),France,9985
Senegal,France,396
Sierra Leone,France,402
Somalia,France,1027
Viet Nam,France,8719
Sudan,France,1597
Syrian Arab Rep.,France,280
Togo,France,671
Tunisia,France,242
Turkey,France,11009
Ukraine,France,712
Uzbekistan,France,197
Chad,Gabon,991
Congo,Gabon,7665
Cote d'Ivoire,Gambia,130
Liberia,Gambia,713
Senegal,Gambia,7359
Sierra Leone,Gambia,134
Russian Federation,Georgia,623
Afghanistan,Germany,30404
Albania,Germany,2275
Algeria,Germany,2283
Angola,Germany,3321
Egypt,Germany,875
Armenia,Germany,3918
Azerbaijan,Germany,6326
Burundi,Germany,138
Benin,Germany,181
Bangladesh,Germany,935
Burkina Faso,Germany,208
Belarus,Germany,1842
Brazil,Germany,143
Bosnia and Herzegovina,Germany,24622
Bulgaria,Germany,192
Cambodia,Germany,157
China,Germany,3752
Chile,Germany,423
Cameroon,Germany,1236
Congo,Germany,608
Dem. Rep. of the Congo,Germany,5587
Colombia,Germany,253
Cuba,Germany,383
Czechia,Germany,169
Ecuador,Germany,124
Eritrea,Germany,4519
Ethiopia,Germany,4628
Gambia,Germany,469
Georgia,Germany,2034
Ghana,Germany,4294
Guinea,Germany,649
Croatia,Germany,4209
Hungary,Germany,130
Cote d'Ivoire,Germany,493
India,Germany,2774
Indonesia,Germany,117
Iran (Islamic Rep. of),Germany,20444
Iraq,Germany,50432
Israel,Germany,339
Jordan,Germany,828
Japan,Germany,123
Kazakhstan,Germany,1675
Kenya,Germany,290
Kyrgyzstan,Germany,1412
Rep. of Korea,Germany,218
Dem. People's Rep. of Korea,Germany,146
Kuwait,Germany,162
Lao People's Dem. Rep.,Germany,176
Liberia,Germany,324
Libya,Germany,636
Lebanon,Germany,12514
Sri Lanka,Germany,12057
Lithuania,Germany,236
Latvia,Germany,457
North Macedonia,Germany,6035
Rep. of Moldova,Germany,4229
Mongolia,Germany,196
Morocco,Germany,1500
Montenegro,Germany,3061
Myanmar,Germany,799
Nepal,Germany,349
Niger,Germany,210
Nigeria,Germany,2601
Pakistan,Germany,7078
Peru,Germany,208
Philippines,Germany,228
Poland,Germany,753
Romania,Germany,554
Russian Federation,Germany,39460
Rwanda,Germany,218
Saudi Arabia,Germany,359
Serbia and Kosovo: S/RES/1244 (1999),Germany,122340
Senegal,Germany,145
Sierra Leone,Germany,737
Somalia,Germany,2620
Viet Nam,Germany,24918
Sudan,Germany,531
Syrian Arab Rep.,Germany,10518
Thailand,Germany,210
Tajikistan,Germany,128
Turkmenistan,Germany,215
Togo,Germany,4382
Tunisia,Germany,789
Turkey,Germany,97908
United Arab Emirates,Germany,367
Uganda,Germany,286
Ukraine,Germany,19398
United States of America,Germany,343
Uzbekistan,Germany,2082
Yemen,Germany,408
Stateless,Germany,5103
Liberia,Ghana,11585
Sierra Leone,Ghana,149
Sudan,Ghana,185
Togo,Ghana,1755
Senegal,Guinea-Bissau,7480
Nicaragua,Guatemala,104
Cote d'Ivoire,Guinea,4073
Liberia,Guinea,9789
Sierra Leone,Guinea,177
Bosnia and Herzegovina,Croatia,595
Serbia and Kosovo: S/RES/1244 (1999),Croatia,240
Congo,Cote d'Ivoire,136
Dem. Rep. of the Congo,Cote d'Ivoire,147
Liberia,Cote d'Ivoire,25537
Afghanistan,India,9094
Iraq,India,122
Sri Lanka,India,69998
Myanmar,India,4630
Somalia,India,747
Afghanistan,Indonesia,259
Iraq,Indonesia,146
Sri Lanka,Indonesia,233
Palestinian,Iraq,10798
Iran (Islamic Rep. of),Iraq,7989
Syrian Arab Rep.,Iraq,254
Turkey,Iraq,15606
Iraq,Jordan,450000
Somalia,Jordan,230
Sudan,Jordan,318
Syrian Arab Rep.,Jordan,198
Myanmar,Japan,1467
Viet Nam,Japan,584
Burundi,Kenya,765
Dem. Rep. of the Congo,Kenya,4879
Eritrea,Kenya,1225
Ethiopia,Kenya,21253
Rwanda,Kenya,1665
Somalia,Kenya,351773
Sudan,Kenya,20528
Uganda,Kenya,737
Afghanistan,Kyrgyzstan,415
Myanmar,Rep. of Korea,119
Iraq,Kuwait,123
Cote d'Ivoire,Liberia,24536
Sierra Leone,Liberia,170
Eritrea,Libya,976
Palestinian,Libya,2739
Iraq,Libya,2885
Somalia,Libya,342
Sudan,Libya,834
Iraq,Lebanon,7630
Sudan,Lebanon,133
Pakistan,Sri Lanka,164
Dem. Rep. of the Congo,Mauritania,103
Cote d'Ivoire,Mauritania,339
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,958
Colombia,Mexico,233
Guatemala,Mexico,284
Haiti,Mexico,182
El Salvador,Mexico,241
Dem. Rep. of the Congo,Mali,130
Cote d'Ivoire,Mali,2033
Liberia,Mali,424
Mauritania,Mali,10468
Afghanistan,Malaysia,430
Palestinian,Malaysia,195
Iraq,Malaysia,498
Sri Lanka,Malaysia,2277
Myanmar,Malaysia,76094
Somalia,Malaysia,831
Dem. Rep. of the Congo,Morocco,212
Cote d'Ivoire,Morocco,272
Iraq,Morocco,168
Burundi,Mozambique,934
Dem. Rep. of the Congo,Mozambique,2262
Rwanda,Mozambique,820
Bosnia and Herzegovina,Montenegro,3858
Croatia,Montenegro,1557
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,10948
Angola,Namibia,5904
Burundi,Namibia,178
Dem. Rep. of the Congo,Namibia,1035
Bhutan,Nepal,72242
Pakistan,Nepal,156
Chad,Niger,140
Chad,Nigeria,178
Cameroon,Nigeria,1998
Dem. Rep. of the Congo,Nigeria,720
Liberia,Nigeria,5316
Sudan,Nigeria,154
Afghanistan,Pakistan,1899842
Somalia,Pakistan,537
Colombia,Panama,1432
Nicaragua,Panama,172
El Salvador,Panama,269
Colombia,Peru,307
Cuba,Peru,593
Lao People's Dem. Rep.,Philippines,143
Indonesia,Papua New Guinea,1210
Burundi,Rwanda,341
Dem. Rep. of the Congo,Rwanda,55027
Eritrea,Saudi Arabia,379
Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),21047
Croatia,Serbia and Kosovo: S/RES/1244 (1999),52483
Liberia,Senegal,233
Mauritania,Senegal,19937
Rwanda,Senegal,286
Liberia,Sierra Leone,8341
Ethiopia,Somalia,1882
Cambodia,Viet Nam,1928
Central African Rep.,Sudan,1536
Chad,Sudan,7428
Dem. Rep. of the Congo,Sudan,20980
Eritrea,Sudan,103798
Ethiopia,Sudan,9101
Uganda,Sudan,952
Afghanistan,Switzerland,1929
Algeria,Switzerland,204
Angola,Switzerland,1440
Bosnia and Herzegovina,Switzerland,3370
Cambodia,Switzerland,398
China,Switzerland,1400
Cameroon,Switzerland,153
Dem. Rep. of the Congo,Switzerland,1416
Colombia,Switzerland,310
Eritrea,Switzerland,6859
Ethiopia,Switzerland,601
Cote d'Ivoire,Switzerland,114
Iran (Islamic Rep. of),Switzerland,1265
Iraq,Switzerland,4563
Lao People's Dem. Rep.,Switzerland,160
Libya,Switzerland,264
Sri Lanka,Switzerland,3275
North Macedonia,Switzerland,151
Pakistan,Switzerland,114
Russian Federation,Switzerland,546
Rwanda,Switzerland,204
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,5288
Somalia,Switzerland,4092
Viet Nam,Switzerland,1484
Sudan,Switzerland,154
Syrian Arab Rep.,Switzerland,694
Togo,Switzerland,623
Tunisia,Switzerland,574
Turkey,Switzerland,4557
Yemen,Switzerland,246
Stateless,Switzerland,104
Afghanistan,Syrian Arab Rep.,1611
Iran (Islamic Rep. of),Syrian Arab Rep.,196
Iraq,Syrian Arab Rep.,1000000
Somalia,Syrian Arab Rep.,2762
Sudan,Syrian Arab Rep.,539
Burundi,United Rep. of Tanzania,46271
Dem. Rep. of the Congo,United Rep. of Tanzania,60186
Somalia,United Rep. of Tanzania,1488
Lao People's Dem. Rep.,Thailand,149
Sri Lanka,Thailand,350
Myanmar,Thailand,95718
Somalia,Thailand,122
Ghana,Togo,13575
Rwanda,Togo,245
Afghanistan,Turkey,1491
Iran (Islamic Rep. of),Turkey,1911
Iraq,Turkey,5277
Somalia,Turkey,932
Sudan,Turkey,130
Iraq,United Arab Emirates,432
Burundi,Uganda,4950
Dem. Rep. of the Congo,Uganda,81804
Eritrea,Uganda,3490
Ethiopia,Uganda,982
Kenya,Uganda,1397
Rwanda,Uganda,12590
Somalia,Uganda,11151
Sudan,Uganda,19382
Afghanistan,Ukraine,1339
Armenia,Ukraine,198
Azerbaijan,Ukraine,175
Russian Federation,Ukraine,131
Afghanistan,Uzbekistan,304
Colombia,Venezuela (Bolivarian Republic of),1467
Eritrea,Yemen,918
Ethiopia,Yemen,4181
Palestinian,Yemen,621
Iraq,Yemen,4322
Somalia,Yemen,179845
Angola,Zambia,25265
Burundi,Zambia,1776
Dem. Rep. of the Congo,Zambia,12317
Rwanda,Zambia,4837
Somalia,Zambia,1313
Uganda,Zambia,114
Burundi,Zimbabwe,551
Dem. Rep. of the Congo,Zimbabwe,3070
Rwanda,Zimbabwe,688
Eritrea,Egypt,1036
Ethiopia,Egypt,609
Palestinian,Egypt,70029
Cote d'Ivoire,Egypt,306
Iraq,Egypt,6037
Somalia,Egypt,6328
Sudan,Egypt,10324
Yemen,Egypt,205
Colombia,Argentina,192
Cuba,Argentina,141
Peru,Argentina,202
Azerbaijan,Armenia,1928
Iraq,Armenia,923
Afghanistan,Azerbaijan,706
Russian Federation,Azerbaijan,889
Iraq,Bahrain,199
Dem. Rep. of the Congo,Burundi,35213
Rwanda,Burundi,400
Afghanistan,Belgium,785
Albania,Belgium,228
Angola,Belgium,115
Burundi,Belgium,274
China,Belgium,603
Cameroon,Belgium,324
Dem. Rep. of the Congo,Belgium,711
Guinea,Belgium,1493
Cote d'Ivoire,Belgium,179
Iran (Islamic Rep. of),Belgium,347
Iraq,Belgium,1329
Sri Lanka,Belgium,264
Mauritania,Belgium,134
Poland,Belgium,244
Russian Federation,Belgium,2894
Rwanda,Belgium,1026
Serbia and Kosovo: S/RES/1244 (1999),Belgium,1066
Senegal,Belgium,145
Somalia,Belgium,195
Syrian Arab Rep.,Belgium,312
Togo,Belgium,132
Turkey,Belgium,512
Chad,Benin,214
Congo,Benin,257
Dem. Rep. of the Congo,Benin,365
Cote d'Ivoire,Benin,196
Rwanda,Benin,138
Togo,Benin,5883
Myanmar,Bangladesh,3825
Chad,Burkina Faso,184
Afghanistan,Belarus,424
Colombia,Bolivia (Plurinational State of),148
Peru,Bolivia (Plurinational State of),515
Angola,Botswana,497
Dem. Rep. of the Congo,Botswana,160
Namibia,Botswana,984
Somalia,Botswana,516
Zimbabwe,Botswana,943
Angola,Brazil,1686
Bolivia (Plurinational State of),Brazil,120
Dem. Rep. of the Congo,Brazil,470
Colombia,Brazil,654
Cuba,Brazil,133
Palestinian,Brazil,117
Iraq,Brazil,207
Liberia,Brazil,258
Sierra Leone,Brazil,136
Croatia,Bosnia and Herzegovina,6769
Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,148
Afghanistan,Canada,1927
Albania,Canada,204
Egypt,Canada,129
Burundi,Canada,422
China,Canada,2301
Cameroon,Canada,230
Dem. Rep. of the Congo,Canada,919
Colombia,Canada,2678
Cuba,Canada,260
Djibouti,Canada,107
Eritrea,Canada,1269
Ethiopia,Canada,1404
Palestinian,Canada,135
Guatemala,Canada,230
Guinea,Canada,112
Haiti,Canada,3572
Honduras,Canada,182
Hungary,Canada,188
Cote d'Ivoire,Canada,120
India,Canada,429
Iran (Islamic Rep. of),Canada,1070
Iraq,Canada,1712
Jamaica,Canada,246
Kenya,Canada,222
Liberia,Canada,106
Saint Lucia,Canada,376
Lebanon,Canada,170
Sri Lanka,Canada,1106
Mexico,Canada,1631
Myanmar,Canada,277
Nepal,Canada,265
Nigeria,Canada,1484
Pakistan,Canada,928
Russian Federation,Canada,229
Rwanda,Canada,438
El Salvador,Canada,336
Serbia and Kosovo: S/RES/1244 (1999),Canada,117
Somalia,Canada,1891
Sudan,Canada,209
Syrian Arab Rep.,Canada,159
Turkey,Canada,390
Uganda,Canada,161
Ukraine,Canada,198
United States of America,Canada,795
Saint Vincent and the Grenadines,Canada,487
Venezuela (Bolivarian Republic of),Canada,221
Zimbabwe,Canada,471
Stateless,Canada,261
Chad,Central African Rep.,861
Dem. Rep. of the Congo,Central African Rep.,13427
Rwanda,Central African Rep.,257
Sudan,Central African Rep.,2120
Central African Rep.,Chad,66914
Dem. Rep. of the Congo,Chad,216
Sudan,Chad,281311
Viet Nam,China,300897
Central African Rep.,Cameroon,90176
Chad,Cameroon,5251
Dem. Rep. of the Congo,Cameroon,460
Nigeria,Cameroon,3223
Rwanda,Cameroon,864
Angola,Congo,918
Dem. Rep. of the Congo,Congo,131648
Rwanda,Congo,8374
Angola,Dem. Rep. of the Congo,78144
Burundi,Dem. Rep. of the Congo,8915
Central African Rep.,Dem. Rep. of the Congo,910
Congo,Dem. Rep. of the Congo,725
Rwanda,Dem. Rep. of the Congo,61481
Sudan,Dem. Rep. of the Congo,2504
Colombia,Costa Rica,10297
Cuba,Costa Rica,777
Nicaragua,Costa Rica,598
Peru,Costa Rica,228
El Salvador,Costa Rica,108
Venezuela (Bolivarian Republic of),Costa Rica,221
Western Sahara,Cuba,362
Eritrea,Djibouti,290
Ethiopia,Djibouti,600
Somalia,Djibouti,19426
Haiti,Dominican Rep.,595
Afghanistan,Ecuador,114
Colombia,Ecuador,24002
Cuba,Ecuador,240
Somalia,Eritrea,4472
Sudan,Eritrea,173
Dem. Rep. of the Congo,Ethiopia,534
Eritrea,Ethiopia,54896
Kenya,Ethiopia,2454
Somalia,Ethiopia,185466
Sudan,Ethiopia,45286
Afghanistan,France,2120
Albania,France,1666
Algeria,France,1225
Angola,France,3162
Egypt,France,184
Armenia,France,3350
Azerbaijan,France,2445
Burundi,France,331
Bangladesh,France,2473
Belarus,France,455
Bosnia and Herzegovina,France,4108
Cambodia,France,12818
Central African Rep.,France,583
Chad,France,1090
China,France,1207
Cameroon,France,689
Congo,France,3227
Dem. Rep. of the Congo,France,11931
Comoros,France,346
Colombia,France,455
Cuba,France,121
Eritrea,France,1093
Ethiopia,France,528
Gambia,France,110
Palestinian,France,218
Georgia,France,2249
Ghana,France,559
Guinea-Bissau,France,909
Guinea,France,3645
Haiti,France,3619
Cote d'Ivoire,France,2051
India,France,203
Iran (Islamic Rep. of),France,2064
Iraq,France,2519
Kazakhstan,France,382
Kyrgyzstan,France,187
Lao People's Dem. Rep.,France,7382
Liberia,France,228
Lebanon,France,100
Sri Lanka,France,22719
Madagascar,France,223
Mauritania,France,4734
North Macedonia,France,273
Rep. of Moldova,France,382
Mali,France,3082
Mongolia,France,300
Morocco,France,132
Myanmar,France,174
Nigeria,France,794
Pakistan,France,471
Peru,France,277
Poland,France,174
Romania,France,181
Russian Federation,France,10882
Rwanda,France,2598
Serbia and Kosovo: S/RES/1244 (1999),France,10455
Senegal,France,488
Sierra Leone,France,420
Somalia,France,1303
Viet Nam,France,8654
Sudan,France,1906
Slovakia,France,125
Syrian Arab Rep.,France,351
Togo,France,699
Tunisia,France,178
Turkey,France,10885
Ukraine,France,716
Uzbekistan,France,201
Chad,Gabon,996
Congo,Gabon,421
Cote d'Ivoire,Gambia,284
Liberia,Gambia,709
Senegal,Gambia,8359
Sierra Leone,Gambia,134
Russian Federation,Georgia,446
Afghanistan,Germany,30425
Albania,Germany,2207
Algeria,Germany,2165
Angola,Germany,3118
Egypt,Germany,877
Armenia,Germany,3963
Azerbaijan,Germany,6368
Burundi,Germany,112
Benin,Germany,180
Bangladesh,Germany,896
Burkina Faso,Germany,195
Belarus,Germany,1904
Brazil,Germany,159
Bosnia and Herzegovina,Germany,24016
Bulgaria,Germany,167
Cambodia,Germany,161
China,Germany,3639
Chile,Germany,416
Cameroon,Germany,1210
Congo,Germany,535
Dem. Rep. of the Congo,Germany,5146
Colombia,Germany,242
Cuba,Germany,369
Czechia,Germany,167
Ecuador,Germany,130
Eritrea,Germany,4606
Ethiopia,Germany,4485
Gambia,Germany,473
Georgia,Germany,2105
Ghana,Germany,4280
Guinea,Germany,672
Croatia,Germany,4280
Hungary,Germany,127
Cote d'Ivoire,Germany,465
India,Germany,2769
Indonesia,Germany,127
Iran (Islamic Rep. of),Germany,20462
Iraq,Germany,48976
Israel,Germany,343
Jordan,Germany,795
Japan,Germany,139
Kazakhstan,Germany,1626
Kenya,Germany,313
Kyrgyzstan,Germany,1535
Rep. of Korea,Germany,139
Dem. People's Rep. of Korea,Germany,139
Kuwait,Germany,186
Lao People's Dem. Rep.,Germany,172
Liberia,Germany,276
Libya,Germany,686
Lebanon,Germany,11697
Sri Lanka,Germany,11724
Lithuania,Germany,246
Latvia,Germany,435
North Macedonia,Germany,5982
Rep. of Moldova,Germany,4139
Mongolia,Germany,202
Morocco,Germany,1433
Mozambique,Germany,102
Montenegro,Germany,3487
Myanmar,Germany,819
Nepal,Germany,331
Niger,Germany,198
Nigeria,Germany,2667
Pakistan,Germany,6629
Peru,Germany,204
Philippines,Germany,217
Poland,Germany,746
Romania,Germany,517
Russian Federation,Germany,39816
Rwanda,Germany,217
Saudi Arabia,Germany,384
Serbia and Kosovo: S/RES/1244 (1999),Germany,110455
Senegal,Germany,151
Sierra Leone,Germany,748
Somalia,Germany,3139
Viet Nam,Germany,24261
Sudan,Germany,509
Syrian Arab Rep.,Germany,10155
Thailand,Germany,212
Tajikistan,Germany,146
Turkmenistan,Germany,200
Togo,Germany,4007
Tunisia,Germany,752
Turkey,Germany,92968
United Arab Emirates,Germany,417
Uganda,Germany,258
Ukraine,Germany,19922
United States of America,Germany,346
Uzbekistan,Germany,2191
Yemen,Germany,402
Stateless,Germany,5010
Liberia,Ghana,11295
Sierra Leone,Ghana,153
Sudan,Ghana,191
Togo,Ghana,1789
Senegal,Guinea-Bissau,7658
Nicaragua,Guatemala,104
Cote d'Ivoire,Guinea,6380
Liberia,Guinea,9972
Sierra Leone,Guinea,171
Bosnia and Herzegovina,Croatia,513
Serbia and Kosovo: S/RES/1244 (1999),Croatia,227
Congo,Cote d'Ivoire,156
Dem. Rep. of the Congo,Cote d'Ivoire,157
Liberia,Cote d'Ivoire,23650
Afghanistan,India,9161
Iraq,India,111
Sri Lanka,India,68152
Myanmar,India,6621
Somalia,India,766
Afghanistan,Indonesia,476
Sri Lanka,Indonesia,219
Palestinian,Iraq,11549
Iran (Islamic Rep. of),Iraq,8229
Syrian Arab Rep.,Iraq,323
Turkey,Iraq,15083
Iraq,Jordan,450000
Somalia,Jordan,242
Sudan,Jordan,412
Syrian Arab Rep.,Jordan,193
Myanmar,Japan,1645
Viet Nam,Japan,493
Afghanistan,Kazakhstan,556
Burundi,Kenya,803
Dem. Rep. of the Congo,Kenya,5155
Eritrea,Kenya,1220
Ethiopia,Kenya,21857
Rwanda,Kenya,1505
Somalia,Kenya,517666
Sudan,Kenya,17568
Uganda,Kenya,627
Afghanistan,Kyrgyzstan,418
Uzbekistan,Kyrgyzstan,160
Myanmar,Rep. of Korea,128
Iraq,Kuwait,247
Cote d'Ivoire,Liberia,128067
Sierra Leone,Liberia,183
Eritrea,Libya,746
Palestinian,Libya,2710
Iraq,Libya,2736
Sudan,Libya,818
Iraq,Lebanon,8491
Sudan,Lebanon,155
Pakistan,Sri Lanka,133
Cote d'Ivoire,Mauritania,273
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,800
Colombia,Mexico,234
Guatemala,Mexico,289
Haiti,Mexico,182
El Salvador,Mexico,241
Dem. Rep. of the Congo,Mali,146
Cote d'Ivoire,Mali,2206
Liberia,Mali,424
Mauritania,Mali,12442
Afghanistan,Malaysia,341
Palestinian,Malaysia,247
Iraq,Malaysia,545
Sri Lanka,Malaysia,2289
Myanmar,Malaysia,81114
Somalia,Malaysia,812
Burundi,Malawi,1394
Dem. Rep. of the Congo,Malawi,2558
Rwanda,Malawi,2289
Dem. Rep. of the Congo,Morocco,202
Cote d'Ivoire,Morocco,254
Iraq,Morocco,149
Burundi,Mozambique,927
Dem. Rep. of the Congo,Mozambique,2263
Rwanda,Mozambique,827
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,9367
Angola,Namibia,4322
Burundi,Namibia,204
Dem. Rep. of the Congo,Namibia,1369
Rwanda,Namibia,102
Bhutan,Nepal,54995
Pakistan,Nepal,150
Tibetan,Nepal,15000
Chad,Niger,139
Chad,Nigeria,179
Cameroon,Nigeria,1997
Dem. Rep. of the Congo,Nigeria,798
Liberia,Nigeria,5299
Sudan,Nigeria,149
Afghanistan,Pakistan,1701945
Somalia,Pakistan,536
Colombia,Panama,1598
Nicaragua,Panama,172
El Salvador,Panama,269
Colombia,Peru,308
Cuba,Peru,596
Indonesia,Papua New Guinea,1213
Burundi,Rwanda,340
Dem. Rep. of the Congo,Rwanda,54955
Eritrea,Saudi Arabia,379
Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),20673
Croatia,Serbia and Kosovo: S/RES/1244 (1999),49946
Liberia,Senegal,233
Mauritania,Senegal,19917
Rwanda,Senegal,276
Liberia,Sierra Leone,8046
Ethiopia,Somalia,2046
Cambodia,Viet Nam,990
Chad,Sudan,8021
Eritrea,Sudan,100464
Ethiopia,Sudan,4421
Somalia,Sudan,130
Uganda,Sudan,220
Central African Rep.,South Sudan,1025
Dem. Rep. of the Congo,South Sudan,22186
Sudan,South Sudan,76845
Afghanistan,Switzerland,2127
Algeria,Switzerland,203
Angola,Switzerland,1268
Bosnia and Herzegovina,Switzerland,3043
Cambodia,Switzerland,389
China,Switzerland,1707
Cameroon,Switzerland,173
Dem. Rep. of the Congo,Switzerland,1395
Colombia,Switzerland,324
Eritrea,Switzerland,9592
Ethiopia,Switzerland,603
Palestinian,Switzerland,100
Cote d'Ivoire,Switzerland,121
Iran (Islamic Rep. of),Switzerland,1295
Iraq,Switzerland,4355
Lao People's Dem. Rep.,Switzerland,157
Libya,Switzerland,223
Sri Lanka,Switzerland,3125
North Macedonia,Switzerland,152
