Unnamed: 0,year,country_origin,country_asylum,share_borders,female_0to4,female_5to11,female_12to17,female_18to59,female_60,female_other,Female total,male_0to4,male_5to11,male_12to17,male_18to59,unknown_demographic,male_60,male_other,Male total,total,recognized_decisions,complementary_protection,rejected,otherwise_closed,total_decisions
19302,2008,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,15242,0,0,0,15242,5.0,15.0,43.0,49.0,112.0
56626,2020,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,0,0,0,0,0,0,14268,0,0,0,14268,128.0,135.0,3554.0,180.0,3997.0
53160,2019,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,6814,6814,0,0,0,0,0,0,7327,7327,14141,304.0,234.0,3289.0,87.0,3914.0
49727,2018,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,6618,6618,0,0,0,0,0,0,7160,7160,13778,289.0,374.0,4268.0,1197.0,6128.0
46356,2017,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,6380,6380,0,0,0,0,0,0,6996,6996,13376,312.0,327.0,4434.0,55.0,5128.0
43063,2016,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,6238,6238,0,0,0,0,0,0,6916,6916,13154,313.0,399.0,4835.0,739.0,6286.0
39840,2015,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,5916,5916,0,0,0,0,0,0,6584,6584,12500,451.0,250.0,5400.0,943.0,7044.0
1718,2001,Serbia and Kosovo: S/RES/1244 (1999),Switzerland,0,0,0,0,0,0,5963,5963,0,0,0,0,0,0,6530,6530,12493,266.0,7055.0,3845.0,1463.0,12629.0
36656,2014,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,5711,5711,0,0,0,0,0,0,6408,6408,12119,439.0,277.0,6386.0,1052.0,8154.0
4043,2002,Serbia and Kosovo: S/RES/1244 (1999),Switzerland,0,0,0,0,0,0,1547,1547,0,0,0,0,8642,0,1812,1812,12001,169.0,3609.0,2238.0,1539.0,7555.0
13971,2006,Serbia and Kosovo: S/RES/1244 (1999),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,12000,113.0,273.0,981.0,495.0,1862.0
11420,2005,Serbia and Kosovo: S/RES/1244 (1999),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,11953,0,0,0,11953,285.0,520.0,6449.0,508.0,7762.0
27842,2011,Somalia,Kenya,1,41282,63985,31066,115273,9237,0,260843,42549,68062,36732,100960,0,8520,0,256823,517666,438.0,0.0,35.0,140.0,613.0
30734,2012,Somalia,Kenya,1,43729,64193,31191,112263,8616,0,259992,45256,68409,36739,93965,0,7708,0,252077,512069,247.0,0.0,170.0,620.0,1037.0
33689,2013,Somalia,Kenya,1,37747,61857,31833,104195,7254,0,242886,39125,65490,36868,84286,0,6649,0,232418,475304,384.0,0.0,107.0,636.0,1127.0
36768,2014,Somalia,Kenya,1,32283,52760,30648,91570,6891,0,214152,33645,56431,35471,78593,0,6399,0,210539,424691,92.0,0.0,50.0,6449.0,6591.0
39949,2015,Somalia,Kenya,1,30765,50633,32720,89306,7057,0,210481,32032,53869,36927,78115,0,6496,0,207439,417920,80.0,1263.0,5.0,785.0,2133.0
24962,2010,Somalia,Kenya,1,26310,40091,22257,81106,5817,0,175581,27421,42834,26406,73944,0,5587,0,176192,351773,289.0,0.0,16.0,78.0,383.0
43171,2016,Somalia,Kenya,1,24975,39253,25845,70100,5263,0,165436,26171,41651,28928,57369,0,4893,0,159012,324448,51.0,5.0,0.0,488.0,544.0
22137,2009,Somalia,Kenya,1,23095,34612,18874,72081,4899,0,153561,24280,36999,22450,68156,0,4834,0,156719,310280,687.0,0.0,11.0,1054.0,1752.0
46465,2017,Somalia,Kenya,1,20134,31706,24178,62651,4969,0,143638,21221,32971,26594,52593,0,4675,0,138054,281692,35.0,0.0,0.0,1001.0,1036.0
60315,2021,Somalia,Kenya,1,21774,30933,23318,61916,5444,0,143385,22881,32174,24802,52069,0,5168,0,137094,280479,99.0,0.0,0.0,173.0,272.0
56733,2020,Somalia,Kenya,1,17941,31002,22925,58979,5143,0,135990,18855,32167,24489,48925,0,4926,0,129362,265352,12.0,0.0,0.0,350.0,362.0
19395,2008,Somalia,Kenya,1,17825,26383,16234,62319,3711,0,126472,18896,28878,19537,61504,0,3834,0,132649,259121,571.0,0.0,0.0,240.0,811.0
53267,2019,Somalia,Kenya,1,18749,30375,21557,56916,4757,0,132354,19716,31384,23191,46560,0,4561,0,125412,257766,38.0,0.0,0.0,661.0,699.0
49822,2018,Somalia,Ethiopia,1,15073,38142,29177,50965,3100,0,136457,15422,38108,29756,33991,0,3465,0,120742,257199,,,,,
39933,2015,Somalia,Ethiopia,1,19354,41270,22072,48774,2913,2468,136851,19758,41345,23678,29588,0,2982,2467,119818,256669,5.0,0.0,0.0,0.0,5.0
46514,2017,Somalia,Yemen,0,1159,12526,11388,73720,3935,0,102728,1244,13508,11104,123391,0,3919,0,153166,255894,,,,,
43221,2016,Somalia,Yemen,0,1968,14182,12661,70251,3482,0,102544,2025,15160,12076,119889,0,3427,0,152577,255121,,,,,
46449,2017,Somalia,Ethiopia,1,16611,40909,26687,47539,2894,0,134640,16919,40957,27265,30756,0,3242,0,119139,253779,,,,,
39997,2015,Somalia,Yemen,0,5133,15074,12163,66235,2693,0,101298,5419,15142,12589,116184,0,2583,0,151917,253215,,,,,
53316,2019,Somalia,Yemen,0,2843,9580,10419,72310,4614,0,99766,2935,9972,10152,125372,0,4702,0,153133,252899,0.0,0.0,0.0,5.0,5.0
49838,2018,Somalia,Kenya,1,17361,29926,21022,57362,4412,0,130083,18147,30968,22806,46298,0,4196,0,122415,252498,0.0,11.0,0.0,490.0,501.0
49887,2018,Somalia,Yemen,0,2388,10228,10239,71221,4089,0,98165,2433,10759,9950,123536,0,4112,0,150790,248955,0.0,0.0,0.0,5.0,5.0
36751,2014,Somalia,Ethiopia,1,22103,41252,18358,45087,2737,0,129537,22169,41799,19993,28803,0,2796,0,115560,245097,,,,,
36817,2014,Somalia,Yemen,0,5506,14370,11012,64447,2856,0,98191,6324,14464,11942,110765,0,2518,0,146013,244204,,,,,
43156,2016,Somalia,Ethiopia,1,17494,39575,22305,46557,2826,0,128757,17843,39461,23754,29195,0,3004,0,113257,242014,13.0,0.0,0.0,0.0,13.0
33673,2013,Somalia,Ethiopia,1,24378,39649,16195,45188,2729,23,128162,24286,40491,18048,27089,0,2726,23,112663,240825,205.0,0.0,0.0,0.0,205.0
33735,2013,Somalia,Yemen,0,4544,7800,11177,74550,1116,0,99187,3992,6974,8224,110694,0,1435,0,131319,230506,,,,,
30782,2012,Somalia,Yemen,0,3678,7458,11488,56820,1257,0,80701,4858,6838,8579,124781,0,1152,0,146208,226909,,,,,
30719,2012,Somalia,Ethiopia,1,24312,35039,13533,42385,2563,0,117832,24402,36110,15175,26887,0,2625,0,105199,223031,744.0,0.0,14.0,10.0,768.0
60298,2021,Somalia,Ethiopia,1,18798,26540,23404,45290,2416,0,116448,19640,26930,24504,32697,0,2799,0,106570,223018,13.0,0.0,0.0,0.0,13.0
27890,2011,Somalia,Yemen,0,5274,7007,7624,51546,992,0,72443,5434,7714,10919,107383,0,792,0,132242,204685,,,,,
56717,2020,Somalia,Ethiopia,1,17881,25509,23097,30023,2516,0,99026,17683,25202,21726,38167,0,1999,0,104777,203803,12.0,0.0,0.0,0.0,12.0
16697,2007,Somalia,Kenya,1,12907,17586,12095,47664,2656,0,92908,13795,19052,14298,49045,0,3322,0,99512,192420,1119.0,0.0,109.0,24037.0,25265.0
53251,2019,Somalia,Ethiopia,1,19243,23095,19909,36707,1741,0,100695,19593,23475,21399,24892,0,2127,0,91486,192181,0.0,0.0,0.0,29.0,29.0
27827,2011,Somalia,Ethiopia,1,21530,27803,10547,36502,2236,0,98618,22152,28750,11452,22383,0,2111,0,86848,185466,37.0,0.0,0.0,122.0,159.0
25007,2010,Somalia,Yemen,0,4931,6644,8991,43743,734,0,65043,5110,7281,13024,88797,0,590,0,114802,179845,,,,,
14065,2006,Somalia,Kenya,1,11218,15946,11529,43331,2275,0,84299,12061,17347,13608,43348,0,3039,0,89403,173702,17723.0,0.0,42.0,9821.0,27586.0
22180,2009,Somalia,Yemen,0,4635,6336,6516,31802,1017,0,50306,5422,6539,9847,88531,0,823,0,111162,161468,,,,,
4139,2002,Somalia,Kenya,1,12952,13658,11706,35737,1808,0,75861,14015,15662,13422,34687,0,2120,0,79906,155767,199.0,0.0,5.0,3359.0,3563.0
6561,2003,Somalia,Kenya,1,11526,13619,11672,36584,1752,0,75153,12377,15578,13352,35707,0,2105,0,79119,154272,108.0,0.0,191.0,0.0,299.0
46547,2017,South Sudan,Uganda,1,80923,138572,90037,188567,17556,33328,548983,81738,143426,96725,140763,0,7833,17944,488429,1037412,152.0,0.0,0.0,460.0,612.0
60411,2021,South Sudan,Uganda,1,68047,129477,89944,195068,18907,0,501443,67982,131251,98676,151083,0,8492,0,457484,958927,1608.0,0.0,0.0,0.0,1608.0
56826,2020,South Sudan,Uganda,1,65303,121117,84323,176484,17808,0,465035,65467,123888,92749,132440,0,7873,0,422417,887452,68.0,0.0,0.0,147.0,215.0
53355,2019,South Sudan,Uganda,1,76191,115918,78961,164079,17090,0,452239,76135,119624,86720,119245,0,7489,0,409213,861452,17.0,0.0,0.0,302.0,319.0
49922,2018,South Sudan,Sudan,1,68684,111471,63094,183918,20682,0,447849,70894,111010,64473,141449,0,16405,0,404231,852080,,,,,
53351,2019,South Sudan,Sudan,1,52803,97079,64237,184346,20292,0,418757,54178,97384,63107,158189,0,19302,0,392160,810917,,,,,
60406,2021,South Sudan,Sudan,1,41042,99627,67098,186770,21090,0,415627,41821,100868,66954,158304,0,20060,0,388007,803634,,,,,
49927,2018,South Sudan,Uganda,1,74700,108303,71249,146452,15920,0,416624,74305,111976,77215,101928,0,6800,0,372224,788848,5.0,0.0,0.0,290.0,295.0
46542,2017,South Sudan,Sudan,1,22863,31089,18309,50198,5913,0,128372,23689,31154,18332,34870,532096,4202,0,112247,772715,,,,,
56821,2020,South Sudan,Sudan,1,45542,94435,60541,167960,18728,0,387206,46969,95400,59550,131716,0,15844,0,349479,736685,,,,,
43250,2016,South Sudan,Uganda,1,39475,58936,40240,82979,8324,133700,363654,40481,60716,43305,55514,0,3108,72229,275353,639007,20.0,0.0,0.0,15.0,35.0
49899,2018,South Sudan,Ethiopia,1,36673,56878,29054,80864,5443,19919,228831,37998,58114,35248,43584,265,2214,15881,193039,422135,0.0,0.0,0.0,428.0,428.0
46526,2017,South Sudan,Ethiopia,1,38906,54851,28449,85288,4911,19272,231677,38669,58820,32902,42058,0,2012,15235,189696,421373,,,,,
60382,2021,South Sudan,Ethiopia,1,31899,57422,33248,79991,5811,0,208371,33357,58326,38279,46027,0,2390,0,178379,386750,38.0,0.0,0.0,0.0,38.0
56797,2020,South Sudan,Ethiopia,1,33498,54840,28846,74342,5421,0,196947,34808,55930,34527,40582,0,2236,0,168083,365030,5.0,0.0,0.0,0.0,5.0
43232,2016,South Sudan,Ethiopia,1,30520,45893,23698,66713,3746,17608,188178,30945,47636,27061,29771,0,1348,13835,150596,338774,0.0,0.0,0.0,439.0,439.0
53329,2019,South Sudan,Ethiopia,1,39187,45539,24867,66932,4307,0,180832,40364,46989,30809,33253,0,1767,0,153182,334014,0.0,0.0,0.0,232.0,232.0
43246,2016,South Sudan,Sudan,1,9826,13921,8704,17980,1821,0,52252,9959,13819,7627,9536,203298,677,0,41618,297168,,,,,
40007,2015,South Sudan,Ethiopia,1,27762,37202,17301,53965,3059,17605,156894,28413,38462,20294,22587,0,1026,13832,124614,281508,5.0,0.0,5.0,55.0,65.0
36825,2014,South Sudan,Ethiopia,1,20252,32445,15634,47583,2737,22977,141628,20571,33251,17637,20442,0,927,17335,110163,251791,13.0,0.0,0.0,25.0,38.0
40023,2015,South Sudan,Uganda,1,14993,27120,18268,40719,3746,0,104846,15869,28705,20351,28058,0,1530,0,94513,199359,34.0,0.0,0.0,0.0,34.0
40019,2015,South Sudan,Sudan,1,10596,13246,11481,16533,1729,0,53585,10372,12984,9191,10249,96899,1124,0,43920,194404,,,,,
36836,2014,South Sudan,Uganda,1,12736,21469,14080,31698,2884,0,82867,13542,22325,15597,21528,0,1194,0,74186,157053,2159.0,0.0,0.0,84.0,2243.0
60393,2021,South Sudan,Kenya,1,7892,15450,12295,26528,1327,0,63492,8396,17125,17682,28106,0,454,0,71763,135255,0.0,0.0,0.0,24.0,24.0
56807,2020,South Sudan,Kenya,1,6747,14843,11405,24139,1223,0,58357,7076,16579,16377,25116,0,407,0,65555,123912,0.0,0.0,0.0,89.0,89.0
53340,2019,South Sudan,Kenya,1,7699,14446,10928,23170,1202,0,57445,7971,16372,15896,23312,0,414,0,63965,121410,0.0,0.0,0.0,16.0,16.0
36834,2014,South Sudan,Sudan,1,9359,14285,8874,22867,1889,2291,59565,9236,14007,9570,19029,0,1742,2302,55886,115451,,,,,
49910,2018,South Sudan,Kenya,1,7976,14205,10154,21032,998,0,54365,8296,16473,15316,20381,0,371,0,60837,115202,0.0,0.0,0.0,38.0,38.0
46537,2017,South Sudan,Kenya,1,8573,13969,9712,19689,924,0,52867,8930,16222,15033,18141,0,317,0,58643,111510,5.0,0.0,0.0,1213.0,1218.0
49896,2018,South Sudan,Dem. Rep. of the Congo,1,10400,12938,6783,18856,1458,0,50435,10112,13043,6993,14114,0,1007,0,45269,95704,5.0,0.0,5.0,0.0,10.0
40014,2015,South Sudan,Kenya,1,6166,11845,8259,17355,1086,0,44711,6380,13726,12537,17946,0,371,0,50960,95671,27.0,47.0,10.0,379.0,463.0
36830,2014,South Sudan,Kenya,1,6444,10965,7253,16930,1038,0,42630,6851,12809,11345,15232,0,359,0,46596,89226,64.0,0.0,0.0,27174.0,27238.0
46523,2017,South Sudan,Dem. Rep. of the Congo,1,9904,11999,6294,17427,1306,0,46930,9692,12180,6483,12782,0,903,0,42040,88970,,,,,
53326,2019,South Sudan,Dem. Rep. of the Congo,1,9990,12074,6284,17660,1366,0,47374,9621,12310,6211,12308,0,893,0,41343,88717,7121.0,0.0,0.0,0.0,7121.0
43241,2016,South Sudan,Kenya,1,7002,11274,7633,14687,726,0,41322,7270,13278,12508,12547,0,216,0,45819,87141,5.0,82.0,0.0,105.0,192.0
33742,2013,South Sudan,Ethiopia,1,4899,6353,3771,10723,568,11967,38281,4871,6662,4310,5264,0,150,11968,33225,71506,12.0,0.0,0.0,0.0,12.0
43229,2016,South Sudan,Dem. Rep. of the Congo,1,8034,9116,4827,12946,905,0,35828,7751,9267,4700,8531,0,595,0,30844,66672,,,,,
30787,2012,South Sudan,Ethiopia,1,4227,5002,2870,9020,487,0,21606,4193,5285,3190,4305,20000,136,0,17109,58715,0.0,0.0,0.0,5.0,5.0
60379,2021,South Sudan,Dem. Rep. of the Congo,1,5258,7646,3979,11772,1158,0,29813,5056,7708,4075,8870,0,819,0,26528,56341,636.0,0.0,0.0,0.0,636.0
56794,2020,South Sudan,Dem. Rep. of the Congo,1,5642,7275,3621,11369,1128,0,29035,5452,7377,3627,8475,0,789,0,25720,54755,0.0,0.0,0.0,10.0,10.0
56854,2020,Sri Lanka,India,0,0,0,0,0,0,29899,29899,0,0,0,0,34416,0,28944,28944,93259,,,,,
60438,2021,Sri Lanka,India,0,0,0,0,0,0,30092,30092,0,0,0,0,33783,0,28556,28556,92431,,,,,
19464,2008,Sri Lanka,India,0,0,0,0,0,0,35901,35901,0,0,0,0,0,0,37385,37385,73286,,,,,
16760,2007,Sri Lanka,India,0,0,0,0,0,0,35845,35845,0,0,0,0,0,0,37089,37089,72934,,,,,
22205,2009,Sri Lanka,India,0,0,0,0,0,0,35634,35634,0,0,0,0,0,0,37249,37249,72883,,,,,
25032,2010,Sri Lanka,India,0,0,0,0,0,0,34358,34358,0,0,0,0,0,0,35640,35640,69998,,,,,
14124,2006,Sri Lanka,India,0,0,0,0,0,0,33947,33947,0,0,0,0,0,0,35662,35662,69609,,,,,
27914,2011,Sri Lanka,India,0,0,0,0,0,0,33549,33549,0,0,0,0,0,0,34603,34603,68152,,,,,
30816,2012,Sri Lanka,India,0,0,0,0,0,0,33206,33206,0,0,0,0,0,0,33959,33959,67165,,,,,
33772,2013,Sri Lanka,India,0,0,0,0,0,0,32772,32772,0,0,0,0,0,0,32902,32902,65674,,,,,
36862,2014,Sri Lanka,India,0,0,0,0,0,0,32459,32459,0,0,0,0,0,0,32598,32598,65057,,,,,
40050,2015,Sri Lanka,India,0,0,0,0,0,0,32209,32209,0,0,0,0,0,0,31999,31999,64208,,,,,
1869,2001,Sri Lanka,India,0,0,0,0,0,0,0,0,0,0,0,0,64061,0,0,0,64061,,,,,
4200,2002,Sri Lanka,India,0,0,0,0,0,0,31884,31884,0,0,0,0,0,0,31883,31883,63767,,,,,
43275,2016,Sri Lanka,India,0,0,0,0,0,0,31538,31538,0,0,0,0,0,0,31624,31624,63162,,,,,
46573,2017,Sri Lanka,India,0,0,0,0,0,0,31023,31023,0,0,0,0,0,0,30819,30819,61842,,,,,
6623,2003,Sri Lanka,India,0,0,0,0,0,0,0,0,0,0,0,0,60922,0,0,0,60922,,,,,
49953,2018,Sri Lanka,India,0,0,0,0,0,0,0,0,0,0,0,0,60802,0,0,0,60802,,,,,
53382,2019,Sri Lanka,India,0,0,0,0,0,0,30012,30012,0,0,0,0,0,0,29416,29416,59428,,,,,
9084,2004,Sri Lanka,India,0,0,0,0,0,0,0,0,0,0,0,0,57274,0,0,0,57274,,,,,
11574,2005,Sri Lanka,India,0,0,0,0,0,0,0,0,0,0,0,0,50730,0,0,0,50730,,,,,
60432,2021,Sri Lanka,France,0,0,0,0,0,0,0,0,0,0,0,0,33792,0,0,0,33792,735.0,112.0,3610.0,696.0,5153.0
43269,2016,Sri Lanka,France,0,0,0,0,0,0,7955,7955,0,0,0,0,0,0,16371,16371,24326,554.0,56.0,3011.0,1059.0,4680.0
40044,2015,Sri Lanka,France,0,0,0,0,0,0,8004,8004,0,0,0,0,0,0,16216,16216,24220,929.0,58.0,3249.0,457.0,4693.0
46567,2017,Sri Lanka,France,0,0,0,0,0,0,7900,7900,0,0,0,0,0,0,16210,16210,24110,441.0,78.0,2479.0,20.0,3018.0
36856,2014,Sri Lanka,France,0,0,0,0,0,0,7920,7920,0,0,0,0,0,0,16046,16046,23966,997.0,64.0,2913.0,526.0,4500.0
49948,2018,Sri Lanka,France,0,0,0,0,0,0,7833,7833,0,0,0,0,0,0,16085,16085,23918,413.0,95.0,2137.0,561.0,3206.0
53377,2019,Sri Lanka,France,0,0,0,0,0,0,7813,7813,0,0,0,0,0,0,16008,16008,23821,502.0,58.0,1842.0,15.0,2417.0
56848,2020,Sri Lanka,France,0,0,0,0,0,0,0,0,0,0,0,0,23764,0,0,0,23764,432.0,62.0,2075.0,30.0,2599.0
33767,2013,Sri Lanka,France,0,0,0,0,0,0,7923,7923,0,0,0,0,0,0,15839,15839,23762,936.0,48.0,4205.0,132.0,5321.0
30810,2012,Sri Lanka,France,0,0,0,0,0,0,7897,7897,0,0,0,0,0,0,15328,15328,23225,798.0,54.0,4898.0,0.0,5750.0
27909,2011,Sri Lanka,France,0,0,0,0,0,0,7724,7724,0,0,0,0,0,0,14995,14995,22719,1175.0,62.0,5065.0,0.0,6302.0
25027,2010,Sri Lanka,France,0,0,0,0,0,0,7531,7531,0,0,0,0,0,0,14302,14302,21833,2263.0,326.0,4037.0,0.0,6625.0
16747,2007,Sri Lanka,Canada,0,0,0,0,0,0,0,0,0,0,0,0,21279,0,0,0,21279,702.0,0.0,61.0,34.0,797.0
22200,2009,Sri Lanka,France,0,0,0,0,0,0,0,0,0,0,0,0,20464,0,0,0,20464,1223.0,621.0,2001.0,0.0,3845.0
19449,2008,Sri Lanka,Canada,0,0,0,0,0,0,0,0,0,0,0,0,20442,0,0,0,20442,988.0,0.0,27.0,41.0,1056.0
22191,2009,Sri Lanka,Canada,0,0,0,0,0,0,0,0,0,0,0,0,19143,0,0,0,19143,981.0,0.0,60.0,41.0,1082.0
19459,2008,Sri Lanka,France,0,0,0,0,0,0,6411,6411,0,0,0,0,0,0,11691,11691,18102,1209.0,498.0,2666.0,0.0,4373.0
4197,2002,Sri Lanka,Germany,0,0,0,0,0,0,0,0,0,0,0,0,17403,0,0,0,17403,41.0,5.0,546.0,377.0,969.0
25018,2010,Sri Lanka,Canada,0,0,0,0,0,0,0,0,0,0,0,0,16967,0,0,0,16967,513.0,0.0,138.0,21.0,672.0
60520,2021,Sudan,Chad,1,27806,41038,29211,99310,9944,0,207309,28242,41446,28506,60634,3595,6267,0,165095,375999,0.0,10.0,0.0,0.0,10.0
56935,2020,Sudan,Chad,1,33005,40175,28060,92594,9462,0,203296,33842,40100,26832,54613,0,5852,0,161239,364535,5.0,0.0,0.0,113.0,118.0
36938,2014,Sudan,Chad,1,30884,41413,32622,82017,7839,0,194775,30944,40670,30641,46118,9149,5414,0,153787,357711,5.0,0.0,0.0,0.0,5.0
33847,2013,Sudan,Chad,1,29973,41409,33491,75585,7184,0,187642,30124,40144,29847,41581,18714,4896,0,146592,352948,45.0,0.0,0.0,0.0,45.0
50035,2018,Sudan,Chad,1,25618,40773,28811,84358,8490,0,188050,26240,40254,27012,49411,0,5707,0,148624,336674,35.0,0.0,5.0,0.0,40.0
53463,2019,Sudan,Chad,1,28146,38789,27678,86012,7878,0,188503,28894,38607,26104,48154,0,4984,0,146743,335246,5.0,0.0,0.0,157.0,162.0
46655,2017,Sudan,Chad,1,25228,33216,63180,52875,8101,0,182600,25683,31466,35795,43488,0,5295,0,141727,324327,10.0,0.0,0.0,0.0,10.0
43358,2016,Sudan,Chad,1,26353,38699,27752,76068,7962,0,176834,26870,38318,25258,40090,0,5098,0,135634,312468,13.0,0.0,0.0,10.0,23.0
60583,2021,Sudan,South Sudan,1,27021,37603,28226,63235,4002,0,160087,28375,39085,27839,48817,0,3971,0,148087,308174,,,,,
30894,2012,Sudan,Chad,1,24978,32030,27976,71698,6756,0,163438,25161,31467,26710,39521,15913,4750,0,127609,306960,2289.0,0.0,0.0,0.0,2289.0
40131,2015,Sudan,Chad,1,20446,39012,27679,75945,7988,0,171070,20558,38696,25166,39170,0,5090,0,128680,299750,21.0,0.0,0.0,0.0,21.0
27990,2011,Sudan,Chad,1,25621,36749,24257,65279,6618,0,158524,25722,35345,22901,34376,17000,4443,0,122787,298311,4884.0,0.0,0.0,0.0,4884.0
56997,2020,Sudan,South Sudan,1,26437,37753,25533,58870,3684,0,152277,27539,39264,25176,43311,0,3682,0,138972,291249,,,,,
25110,2010,Sudan,Chad,1,23446,32694,23804,63794,6522,0,150260,23614,31286,22341,32240,14193,4323,0,113804,278257,12.0,0.0,0.0,5.0,17.0
53526,2019,Sudan,South Sudan,1,24765,37396,23703,55379,3413,0,144656,25732,38549,23252,39995,0,3379,0,130907,275563,,,,,
50096,2018,Sudan,South Sudan,1,26883,35842,21997,54539,3324,0,142585,28143,36792,21075,38025,0,3304,0,127339,269924,,,,,
19533,2008,Sudan,Chad,1,22761,33943,17308,52848,5115,0,131975,22892,32205,16073,26729,34631,3461,0,101360,267966,0.0,0.0,53.0,0.0,53.0
22279,2009,Sudan,Chad,1,23022,32920,17378,54911,5652,0,133883,23121,31342,15615,26999,27618,3616,0,100693,262194,0.0,0.0,35.0,0.0,35.0
46715,2017,Sudan,South Sudan,1,25240,34305,20923,53375,3396,0,137239,26429,34884,20642,39324,0,3465,0,124744,261983,0.0,0.0,0.0,10.0,10.0
16825,2007,Sudan,Chad,1,0,0,0,0,0,0,0,0,0,0,0,242555,0,0,0,242555,0.0,0.0,15.0,0.0,15.0
43414,2016,Sudan,South Sudan,1,24754,32577,17426,48180,3015,0,125952,25743,33167,17284,36268,0,3096,0,115558,241510,5.0,0.0,0.0,11.0,16.0
40186,2015,Sudan,South Sudan,1,25488,31313,16019,47297,2879,0,122996,26994,31648,16860,39493,0,3011,0,118006,241002,0.0,0.0,0.0,5.0,5.0
14187,2006,Sudan,Chad,1,20532,33527,15992,51494,4667,0,126212,20739,31145,14721,25341,11500,3367,0,95313,233025,0.0,0.0,43.0,0.0,43.0
11635,2005,Sudan,Chad,1,21397,23563,20200,46485,4354,0,115999,20795,21182,18155,23009,26570,3126,0,86267,228836,0.0,13.0,0.0,0.0,13.0
36992,2014,Sudan,South Sudan,1,24645,28158,15196,43466,2807,0,114272,26090,28010,16036,38240,0,3079,0,111455,225727,5.0,0.0,0.0,0.0,5.0
9149,2004,Sudan,Chad,1,23450,22547,19324,44532,5379,0,115232,21555,20270,17375,21951,24955,3586,0,84737,224924,,,,,
14237,2006,Sudan,Uganda,0,14522,18944,13597,35812,2801,0,85676,14875,19451,17061,32877,44110,1625,0,85889,215675,42.0,0.0,5.0,0.0,47.0
9197,2004,Sudan,Uganda,0,18671,19120,16395,38093,1915,0,94194,19971,22603,19373,36516,20505,1511,0,99974,214673,116.0,0.0,0.0,29.0,145.0
11686,2005,Sudan,Uganda,0,14426,17434,14942,35062,2709,22055,106628,14838,19527,16738,31541,0,1530,22055,106229,212857,,,,,
33900,2013,Sudan,South Sudan,1,24059,25811,13288,40459,2615,0,106232,25230,25405,13711,34686,0,2866,0,101898,208130,,,,,
6738,2003,Sudan,Uganda,0,15442,17807,15264,35566,1925,0,86004,16669,21020,18008,35062,20000,1518,0,92277,198281,156.0,0.0,0.0,28.0,184.0
4312,2002,Sudan,Uganda,0,16094,19468,16685,38056,2061,0,92364,15351,22469,19255,37102,0,1653,0,95830,188194,145.0,0.0,0.0,25.0,170.0
30945,2012,Sudan,South Sudan,1,17833,23294,11677,36613,2444,0,91861,18784,22905,11352,29226,0,2706,0,84973,176834,,,,,
1973,2001,Sudan,Uganda,0,10946,16262,13941,32779,1588,0,75516,12164,19179,16449,31787,20000,1671,0,81250,176766,734.0,0.0,0.0,46.0,780.0
16878,2007,Sudan,Uganda,0,10874,17270,12597,34469,2620,0,77830,11212,17688,14736,34097,5000,1500,0,79233,162063,5.0,0.0,5.0,0.0,10.0
6691,2003,Sudan,Chad,1,0,0,0,0,0,62700,62700,0,0,0,0,0,0,47300,47300,110000,0.0,13.0,0.0,0.0,13.0
6699,2003,Sudan,Ethiopia,1,11377,7191,6156,17092,487,0,42303,11784,9494,8144,18664,4073,437,0,48523,94899,,,,,
9157,2004,Sudan,Ethiopia,1,11847,7157,6128,16609,563,0,42304,12345,9433,8095,17795,0,479,0,48147,90451,39.0,0.0,0.0,0.0,39.0
4274,2002,Sudan,Ethiopia,1,10267,6165,5288,16016,392,0,38128,10697,8253,7082,17451,7951,390,0,43873,89952,6134.0,0.0,0.0,0.0,6134.0
1937,2001,Sudan,Ethiopia,1,8477,5617,4808,14801,371,0,34074,8759,7659,6557,16283,7261,341,0,39599,80934,,,,,
60702,2021,Syria,Turkey,1,246770,373607,197814,847309,61568,0,1727068,264347,397781,216627,1075220,0,56326,0,2010301,3737369,,,,,
57115,2020,Syria,Turkey,1,257733,332019,205675,822787,58838,0,1677052,262045,361296,243076,1043830,0,54071,0,1964318,3641370,,,,,
50213,2018,Syria,Turkey,1,284075,309878,193295,811450,58147,0,1656845,304035,330889,225144,1051441,0,54012,0,1965521,3622366,0.0,0.0,0.0,56.0,56.0
53642,2019,Syria,Turkey,1,285668,322983,179668,799852,56910,0,1645081,305587,343537,204763,1024856,0,52546,0,1931289,3576370,,,,,
46831,2017,Syria,Turkey,1,0,0,0,0,0,0,0,0,0,0,0,3424237,0,0,0,3424237,5.0,0.0,0.0,30.0,35.0
